0,1000_4_6,0.2598433494567871,0.0,0.0,0.0,0.0,0.0,0.4829741716384888,0.0
1,1000_5_1,0.0,0.0,0.0,0.0,0.0,0.0,0.5581493377685547,0.0
2,1003_33_2,0.0,0.3491325378417969,0.0,0.26132598519325256,0.0,0.0,0.5826846957206726,0.0
3,1004_29_6,0.0,0.0,0.0,0.0,0.0,0.0,0.3945210874080658,0.0
4,1009_14_1,0.3479476571083069,0.26763540506362915,0.0,0.0,0.0,0.0,0.0,0.0
5,1009_9_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1011_21_5,0.424184799194336,0.0,0.1872922033071518,0.0,0.0,0.0,0.5857461094856262,0.0
7,1012_20_0,0.0,0.4095192551612854,0.1943804919719696,0.0,0.0,0.0,0.0,0.0
8,1013_44_5,0.037347890436649316,0.06046963483095169,0.0,0.0,0.0,0.0,0.28880783915519714,0.0
9,1014_6_4,0.0,0.0,0.0,0.4162697792053223,0.0,0.0,0.4602504968643189,0.0
10,1017_9_0,0.2782742977142334,0.0,0.0,0.0,0.0,0.0,0.4527447521686554,0.0
11,1018_3_1,0.20188066363334656,0.0,0.0,0.0,0.0,0.0,0.4511469900608063,0.0
12,1019_37_4,0.3599144220352173,0.21314871311187744,0.0,0.0,0.0,0.0,0.34202349185943604,0.0
13,102_15_6,0.0,0.0,0.0,0.0,0.0,0.0,0.3830567598342896,0.0
14,102_37_4,0.34436899423599243,0.17605122923851013,0.3448307514190674,0.0,0.0,0.0,0.0,0.0
15,102_46_6,0.1921580731868744,0.0,0.0,0.24160827696323395,0.0,0.0,0.330853134393692,0.0
16,1025_26_2,0.33204227685928345,0.0,0.0,0.0,0.0,0.0,0.4670799374580383,0.0
17,1029_14_1,0.0,0.0,0.02778967097401619,0.14546075463294986,0.0,0.0,0.5130552649497986,0.0
18,1032_30_6,0.17850428819656372,0.0,0.0,0.0,0.0,0.0,0.4607410430908203,0.0
19,103_43_1,0.0,0.0,0.0,0.4062008261680603,0.0,0.0,0.4270857572555542,0.0
20,103_46_7,0.0,0.0,0.3618343472480774,0.16510257124900818,0.0,0.0,0.402649998664856,0.0
21,1037_35_3,0.3708139657974243,0.0,0.0,0.3230736553668976,0.0,0.0,0.3437349796295166,0.0
22,1037_37_6,0.0,0.14954188466072085,0.0,0.3188982605934143,0.0,0.0,0.31712818145751953,0.0
23,1038_15_0,0.0,0.0,0.16350865364074707,0.12735219299793246,0.0,0.0,0.3028697967529297,0.0
24,1041_23_6,0.24777904152870175,0.0,0.0,0.32382166385650635,0.0,0.0,0.16399025917053225,0.0
25,105_16_4,0.0,0.0,0.0,0.0,0.0,0.0,0.3194871544837952,0.0
26,105_20_5,0.3128839135169983,0.1493036150932312,0.31202489137649536,0.0,0.0,0.0,0.0,0.0
27,105_31_2,0.11614641547203065,0.21080495417118075,0.15038460493087769,0.0,0.0,0.0,0.3578600883483887,0.0
28,1055_3_3,0.0,0.0,0.0,0.3812282979488373,0.0,0.0,0.0,0.0
29,10_5_5,0.0,0.0,0.0,0.0,0.0,0.0,0.2675048112869263,0.0
30,1057_24_2,0.32409608364105225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,1063_6_0,0.0,0.30438077449798584,0.0,0.0,0.0,0.0,0.4959383606910706,0.0
32,106_6_4,0.5107223391532898,0.3352885842323303,0.30661103129386896,0.0,0.0,0.0,0.0,0.0
33,1066_8_4,0.0,0.307508647441864,0.0,0.0,0.0,0.0,0.5121921300888062,0.0
34,1066_9_3,0.0,0.3021507263183594,0.0,0.0,0.0,0.0,0.3820627629756928,0.0
35,1071_26_2,0.0,0.004712413996458054,0.0,0.5210847854614258,0.0,0.0,0.0,0.0
36,1071_26_4,0.0,0.0,0.0,0.331474632024765,0.0,0.0,0.0,0.0
37,1073_6_3,0.004284374415874481,0.0,0.0,0.0,0.0,0.0,0.36034294962883,0.0
38,1079_24_1,0.0,0.27401918172836304,0.0,0.19051088392734528,0.0,0.0,0.3817573487758637,0.0
39,1080_11_5,0.3955865502357483,0.0,0.0,0.21756191551685333,0.0,0.0,0.17060703039169312,0.0
40,1080_22_5,0.3379369378089905,0.3472808599472046,0.0,0.21883580088615415,0.0,0.0,0.3138296604156494,0.0
41,108_48_2,0.0,0.0,0.16809901595115662,0.3049902319908142,0.0,0.0,0.0,0.0
42,1085_29_4,0.0,0.0,0.3594271540641785,0.3891783654689789,0.0,0.0,0.3358581066131592,0.0
43,1085_34_2,0.0,0.0,0.0,0.3558165431022644,0.0,0.0,0.3939496576786041,0.0
44,1087_48_5,0.0,0.0,0.0,0.4748702347278595,0.0,0.0,0.07669463753700256,0.0
45,1090_18_4,0.0,0.0,0.1642751395702362,0.4423554539680481,0.0,0.0,0.4780265688896179,0.0
46,1091_52_7,0.0,0.0,0.09993062913417816,0.3907416164875031,0.0,0.0,0.20116347074508667,0.0
47,1092_3_5,0.0,0.0,0.3708810806274414,0.0,0.0,0.0,0.3985068202018738,0.0
